work_order_id,component_number,equipment_number,component_category,comment,users,created_at,scheduled_start_date,scheduled_completion_date,started_at,estimated_hours,actual_hours,finished_at,actual_start_date,status,priority,was_planned_maintenance,did_require_shutdown,activity_type
3020474,PV1-1123-TRH0422,422,HAULTRUCK CATERPILLAR 789D 422,INSPECTION FIRE SYSTEM AFEX (PM 250 HRS),37470,14-Jan-16,14-Jan-16,14-Jan-16,1/14/2016 11:37,NULL,NULL,14-Jan-16,14-Jan-16,Closed,1 - Due less than 7 days,N,Required,SR-Service
3020478,PV1-1123-TRH0422,422,HAULTRUCK CATERPILLAR 789D 422,"ADDITIONAL IN PARTS CYLINDER, HOIST, REBUILDABLE 789D (422) S / N 789CDCILLEV028_REFERENCE PO 170541 LINE 1 _CID 81086160_PRESUPUESTO 15290",37470,14-Jan-16,14-Jan-16,14-Jan-16,1/14/2016 11:38,NULL,NULL,14-Jan-16,14-Jan-16,Closed,1 - Due less than 7 days,N,Not Required,SR-Service
3021141,PV1-1123-TRH0422-TIR,422,TIRE SYSTEM HAULTRUCK CATERPILLAR 789D 422,"ADDITIONAL IN PARTS CYLINDER, HOIST, REBUILDABLE 789D (422) S / N 789CDCILLEV029_REFERENCE PO 170541 LINE 2 _CID 81086160_PRESUPUESTO 15292",36886,15-Jan-16,20-Jan-16,20-Jan-16,1/20/2016 10:00,24,NULL,NULL,NULL,Closed,3 - Due less than 30 days,N,Required,RE-Replace
3021169,PV1-1123-TRH0422-TIR,422,TIRE SYSTEM HAULTRUCK CATERPILLAR 789D 422,"ADDITIONAL IN PARTS CYLINDER, HOIST, REBUILDABLE 789D (422) S / N 789CDCILLEV030_REFERENCE PO 170541 LINE 3 _CID 81086160_PRESUPUESTO 15293",36886,15-Jan-16,20-Jan-16,20-Jan-16,1/20/2016 10:00,2,1,20-Jan-16,20-Jan-16,Closed,3 - Due less than 30 days,Y,Required,IN-Inspection
3023274,PV1-1123-TRH0422,422,HAULTRUCK CATERPILLAR 789D 422,CHANGE OF RIMS 1 AND 2,30796,18-Jan-16,02-Mar-16,02-Mar-16,03-02-16 1:54,0,1,01-Mar-16,01-Mar-16,Closed,2 - Due less than 14 days,N,Required,RP-Repair
3023992,PV1-1123-TRH0422-IMP,422,IMPLEMENTS SYSTEM HAULTRUCK CATERPILLAR 789D 422,INSPECTION OF TIRES IN PREVENTIVE MAINTENANCE,21455,18-Jan-16,18-Jan-16,18-Jan-16,1/18/2016 13:48,6,4,18-Jan-16,18-Jan-16,Closed,0 - Immediate,N,Required,RE-Replace
3025833,PV1-1123-TRH0422-ELS,422,ELECTRICAL SYSTEM HAULTRUCK CATERPILLAR 789D 422,LACK A PELDANO IN THE LEFT LADDER (DISPACH),37470,19-Jan-16,19-Jan-16,19-Jan-16,1/19/2016 19:00,1,1,19-Jan-16,19-Jan-16,Closed,1 - Due less than 7 days,N,Required,RE-Replace
3029246,PV1-1123-TRH0422-ENG,422,ENGINE HAULTRUCK CATERPILLAR 789D 422,CORRECTION OIL LEAKAGE BY LIFT CONTROL VALVE.,37470,21-Jan-16,21-Jan-16,21-Jan-16,1/21/2016 11:58,2,1,21-Jan-16,21-Jan-16,Closed,1 - Due less than 7 days,N,Required,RP-Repair
3029870,PV1-1123-TRH0422,422,HAULTRUCK CATERPILLAR 789D 422,"CHANGE LOW INTENSITY LIGHT, LOWER SIDE RIGHT.",37470,22-Jan-16,22-Jan-16,22-Jan-16,1/22/2016 2:20,11,11,21-Jan-16,21-Jan-16,Closed,1 - Due less than 7 days,N,Required,RE-Replace
3035962,PV1-1123-TRH0422-TIR,422,TIRE SYSTEM HAULTRUCK CATERPILLAR 789D 422,To correct engine oil leak,37815,27-Jan-16,27-Jan-16,27-Jan-16,1/27/2016 22:12,3,5,27-Jan-16,27-Jan-16,Closed,0 - Immediate,N,Required,RP-Repair
3036254,PV1-1123-TRH0422-ENG,422,ENGINE HAULTRUCK CATERPILLAR 789D 422,CHANGE HOPPER VACUUM PUMP HOSE SEAL,37814,28-Jan-16,28-Jan-16,28-Jan-16,1/28/2016 4:17,0,NULL,28-Jan-16,28-Jan-16,Closed,1 - Due less than 7 days,N,Required,SR-Service
3036456,PV1-1123-TRH0422-ACS,422,AIR CONDITIONER SYSTEM HAULTRUCK CATTERPILLAR 789D 422,EXTRACTION OF ROCK OF POS - 3 AND 4 RIMS.,30796,28-Jan-16,03-Feb-16,03-Feb-16,02-03-16 8:00,1,1,03-Feb-16,03-Feb-16,Closed,3 - Due less than 30 days,N,Required,IN-Inspection
3036502,PV1-1123-TRH0422-FIRE,422,FIRE SUPRESSION SYSTEM HAULTRUCK CATERPILLAR 789D 422,ADDITIONAL ENGINE PARTS 789D (422) _ S / N 7TR03313_ REFERENCE PO 167569 LINE 6_CID 81086163_PRESUPUEPUESTO 15303,30796,28-Jan-16,03-Feb-16,03-Feb-16,02-03-16 9:00,2,2,03-Feb-16,03-Feb-16,Closed,3 - Due less than 30 days,N,Required,IN-Inspection
3036952,PV1-1123-TRH0422-TIR,422,TIRE SYSTEM HAULTRUCK CATERPILLAR 789D 422,INSPECTION A / C IN INSP. 1000 HRS,36886,28-Jan-16,03-Feb-16,03-Feb-16,02-03-16 7:00,2,1,03-Feb-16,03-Feb-16,Closed,3 - Due less than 30 days,N,Required,IN-Inspection
3041867,PV1-1123-TRH0422-ACS,422,AIR CONDITIONER SYSTEM HAULTRUCK CATTERPILLAR 789D 422,AFEX FIRE SYSTEM INSPECTION (PM 1000 HRS),37470,02-Feb-16,02-Feb-16,02-Feb-16,02-02-16 2:23,2,2,02-Feb-16,02-Feb-16,Closed,1 - Due less than 7 days,N,Required,RP-Repair
3048497,PV1-1123-TRH0422,422,HAULTRUCK CATERPILLAR 789D 422,INSPECTION OF TIRES IN PREVENTIVE MAINTENANCE,30796,08-Feb-16,01-Mar-16,01-Mar-16,03-01-16 22:18,0,1,01-Mar-16,01-Mar-16,Closed,2 - Due less than 14 days,N,Required,RP-Repair
3048500,PV1-1123-TRH0422-AIR,422,AIR SYSTEM HAULTRUCK CATERPILLAR 789D 422,REPAIR A / C,38045,08-Feb-16,17-Jun-16,17-Jun-16,6/17/2016 9:12,2,1,17-Jun-16,17-Jun-16,Closed,3 - Due less than 30 days,Y,Required,RE-Replace
3054469,PV1-1123-TRH0422-DTS-WHL-FRL,422,WHEEL GROUP FRONT LEFT DRIVETRAIN SYSTEM HAULTRUCK CATERPILLAR 789D 422,CHECK AND MANAGE: LACK OF CLOSURE NEAR THE BATTERIES (DISPACH).,27046,11-Feb-16,15-Apr-16,16-Apr-16,4/15/2016 23:01,1,2,16-Apr-16,16-Apr-16,Closed,2 - Due less than 14 days,N,Required,PDM-Predictive
3054514,PV1-1123-TRH0422-DTS-WHL-FRR,422,WHEEL GROUP FRONT RIGHT DRIVETRAIN SYSTEM HAULTRUCK CATERPILLAR 789D 422,CHANGE OF AIR DRAIN VALVE UNDER THE CABIN.,27046,11-Feb-16,02-Mar-16,02-Mar-16,03-02-16 4:18,1,1,01-Mar-16,01-Mar-16,Closed,2 - Due less than 14 days,N,Required,PDM-Predictive
3054634,PV1-1123-TRH0422-ACS,422,AIR CONDITIONER SYSTEM HAULTRUCK CATTERPILLAR 789D 422,MONITORING - MAKING FLUSHING WITH HD10 TO GROUND MU ¥ ON LEFT. INSPECT MAGNETIC COVER BY IRON PRESENCE ACCORDING TO SOS REPORT (38PPM). TAKE PICTURES AND SEND MONITORING PERSONNEL.,30796,11-Feb-16,16-Feb-16,16-Feb-16,2/16/2016 16:09,2,1,19-Feb-16,19-Feb-16,Closed,3 - Due less than 30 days,N,Required,IN-Inspection
3054694,PV1-1123-TRH0422-FIRE,422,FIRE SUPRESSION SYSTEM HAULTRUCK CATERPILLAR 789D 422,MONITORING - INSPECT MAGNETIC MASS MUFFLER RIGHT FOR PRESENCE OF IRON ACCORDING TO SOS REPORT. TAKE PICTURES AND SEND MONITORING PERSONNEL. ,30796,11-Feb-16,16-Feb-16,16-Feb-16,2/16/2016 14:39,2,1,19-Feb-16,19-Feb-16,Closed,3 - Due less than 30 days,N,Required,IN-Inspection
3055477,PV1-1123-TRH0422-TIR,422,TIRE SYSTEM HAULTRUCK CATERPILLAR 789D 422,INSPECTION A / C IN PM 250 HRS,36886,12-Feb-16,16-Feb-16,16-Feb-16,2/16/2016 15:00,2,1,19-Feb-16,19-Feb-16,Closed,3 - Due less than 30 days,Y,Required,IN-Inspection
3057486,PV1-1123-TRH0422-ELS,422,ELECTRICAL SYSTEM HAULTRUCK CATERPILLAR 789D 422,INSPECTION SYSTEM AFEX FIRE RED (PM 250 HRS),37470,15-Feb-16,15-Feb-16,15-Feb-16,2/15/2016 10:48,2,2,15-Feb-16,15-Feb-16,Closed,1 - Due less than 7 days,N,Required,RP-Repair
3061682,PV1-1123-TRH0422-ELS,422,ELECTRICAL SYSTEM HAULTRUCK CATERPILLAR 789D 422,INSPECTION OF TIRES IN PREVENTIVE MAINTENANCE,19913,17-Feb-16,29-Mar-16,29-Mar-16,3/29/2016 21:37,2,2,29-Mar-16,29-Mar-16,Closed,2 - Due less than 14 days,N,Required,IN-Inspection
3069609,PV1-1123-TRH0422,422,HAULTRUCK CATERPILLAR 789D 422,CORRECTION VIMS SOUND ALARM FAILURE,30796,24-Feb-16,01-Mar-16,02-Mar-16,03-01-16 19:30,10,16,01-Mar-16,01-Mar-16,Closed,3 - Due less than 30 days,Y,Required,SR-Service
3069610,PV1-1123-TRH0422,422,HAULTRUCK CATERPILLAR 789D 422,Check the operation of the load indicator panels.,30796,24-Feb-16,17-Mar-16,17-Mar-16,3/17/2016 1:00,5,3,17-Mar-16,17-Mar-16,Closed,3 - Due less than 30 days,Y,Required,IN-Inspection
3069611,PV1-1123-TRH0422,422,HAULTRUCK CATERPILLAR 789D 422,500HR PREVENTIVE MANTLE,30796,24-Feb-16,29-Mar-16,30-Mar-16,3/29/2016 19:00,28,18,30-Mar-16,29-Mar-16,Closed,3 - Due less than 30 days,Y,Required,SR-Service
3069612,PV1-1123-TRH0422,422,HAULTRUCK CATERPILLAR 789D 422,250HRS PREVENTIVE INSPECTION,30796,24-Feb-16,16-May-16,16-May-16,5/16/2016 4:43,2,NULL,11-Apr-16,11-Apr-16,Closed,3 - Due less than 30 days,Y,Required,IN-Inspection
3070123,PV1-1123-TRH0422-ACS,422,AIR CONDITIONER SYSTEM HAULTRUCK CATTERPILLAR 789D 422,2000HR PREVENTIVE MANTLE,30796,24-Feb-16,01-Mar-16,01-Mar-16,03-01-16 17:30,1,1,01-Mar-16,01-Mar-16,Closed,3 - Due less than 30 days,N,Required,IN-Inspection
3070915,PV1-1123-TRH0422-FIRE,422,FIRE SUPRESSION SYSTEM HAULTRUCK CATERPILLAR 789D 422,250HRS PREVENTIVE INSPECTION,30796,25-Feb-16,01-Mar-16,01-Mar-16,03-01-16 16:36,2,3,01-Mar-16,01-Mar-16,Closed,3 - Due less than 30 days,N,Required,IN-Inspection
3071962,PV1-1123-TRH0422-DTS-BRK,422,BRAKE SYSTEM DRIVETRAIN SYSTEM HAULTRUCK CATERPILLAR 789D 422,INSPECTION A / C IN INSP. 500 HRS,37470,25-Feb-16,25-Feb-16,26-Feb-16,2/25/2016 22:44,4,2,25-Feb-16,25-Feb-16,Closed,1 - Due less than 7 days,N,Required,RP-Repair
3072425,PV1-1123-TRH0422-TIR,422,TIRE SYSTEM HAULTRUCK CATERPILLAR 789D 422,AFEX FIRE SYSTEM INSPECTION (PM 500 HRS),36886,26-Feb-16,01-Mar-16,01-Mar-16,03-01-16 17:00,2,2,01-Mar-16,01-Mar-16,Closed,3 - Due less than 30 days,Y,Required,IN-Inspection
3073153,PV1-1123-TRH0422-ELS,422,ELECTRICAL SYSTEM HAULTRUCK CATERPILLAR 789D 422,REPAIR MANUAL RETARDER LEVER,37814,27-Feb-16,27-Feb-16,27-Feb-16,2/27/2016 4:06,2,20,27-Feb-16,27-Feb-16,Closed,1 - Due less than 7 days,N,Required,AD-Adjust
3075956,PV1-1123-TRH0422,422,HAULTRUCK CATERPILLAR 789D 422,INSPECTION OF TIRES IN PREVENTIVE MAINTENANCE,30796,01-Mar-16,30-Mar-16,30-Mar-16,3/30/2016 1:27,1,1,30-Mar-16,30-Mar-16,Closed,3 - Due less than 30 days,N,Required,RP-Repair
3075985,PV1-1123-TRH0422-FIRE,422,FIRE SUPRESSION SYSTEM HAULTRUCK CATERPILLAR 789D 422,CALIBRATE SPEED SENSOR.,37470,01-Mar-16,01-Mar-16,01-Mar-16,03-01-16 7:16,1,NULL,NULL,NULL,Cancelled,1 - Due less than 7 days,N,Required,RE-Replace
3080612,PV1-1123-TRH0422,422,HAULTRUCK CATERPILLAR 789D 422,INSPECTING AND GENERATING BACKLOG: LACK OF PROTECTION OF SUN (DISPACH).,21711,03-Mar-16,24-Apr-16,25-Apr-16,4/24/2016 16:30,10,32,25-Apr-16,24-Apr-16,Closed,3 - Due less than 30 days,Y,Required,SR-Service
3080646,PV1-1123-TRH0422,422,HAULTRUCK CATERPILLAR 789D 422,INSTALLING AFEX SYSTEM SECURITY SEALS,21711,03-Mar-16,11-May-16,11-May-16,05-11-16 20:00,6,3,11-May-16,11-May-16,Closed,3 - Due less than 30 days,Y,Required,IN-Inspection
3081477,PV1-1123-TRH0422-FRM-CAB,422,CAB AND CONTROLS FRAME SYSTEM HAULTRUCK CATERPILLAR 789D 422,500HR PREVENTIVE MANTLE,32468,04-Mar-16,04-Mar-16,04-Mar-16,03-04-16 7:03,2,NULL,04-Mar-16,04-Mar-16,Closed,1 - Due less than 7 days,N,Required,RP-Repair
3082426,PV1-1123-TRH0422-ELS,422,ELECTRICAL SYSTEM HAULTRUCK CATERPILLAR 789D 422,250HRS PREVENTIVE INSPECTION,37814,05-Mar-16,05-Mar-16,05-Mar-16,03-05-16 20:24,2,2,05-Mar-16,05-Mar-16,Closed,1 - Due less than 7 days,N,Required,RP-Repair
3084342,PV1-1123-TRH0422-ELS,422,ELECTRICAL SYSTEM HAULTRUCK CATERPILLAR 789D 422,CHANGE DOOR LOCK,37814,07-Mar-16,07-Mar-16,07-Mar-16,03-07-16 20:18,1,1,07-Mar-16,07-Mar-16,Closed,1 - Due less than 7 days,N,Required,RE-Replace
3089345,PV1-1123-TRH0422-ACS,422,AIR CONDITIONER SYSTEM HAULTRUCK CATTERPILLAR 789D 422,REPAIR WORK LIGHT. RIGHT SIDE.,30796,11-Mar-16,17-Mar-16,17-Mar-16,3/17/2016 2:55,1,1,17-Mar-16,17-Mar-16,Closed,3 - Due less than 30 days,Y,Required,IN-Inspection
3089348,PV1-1123-TRH0422-TIR,422,TIRE SYSTEM HAULTRUCK CATERPILLAR 789D 422,REPLACE CEILING LIGHT.,36886,11-Mar-16,17-Mar-16,17-Mar-16,3/17/2016 2:00,2,2,17-Mar-16,17-Mar-16,Closed,3 - Due less than 30 days,Y,Required,IN-Inspection
3089395,PV1-1123-TRH0422-FIRE,422,FIRE SUPRESSION SYSTEM HAULTRUCK CATERPILLAR 789D 422,INSPECTION A / C IN INSP. 250 HRS,30796,11-Mar-16,17-Mar-16,17-Mar-16,3/17/2016 4:07,2,1,17-Mar-16,17-Mar-16,Closed,3 - Due less than 30 days,Y,Required,IN-Inspection
3091367,PV1-1123-TRH0422-DTS-TRA,422,TRANSMISSION DRIVETRAIN SYSTEM HAULTRUCK CATERPILLAR 789D 422,INSPECTION OF TIRES IN PREVENTIVE MAINTENANCE,30757,13-Mar-16,17-Jun-16,17-Jun-16,6/17/2016 5:00,1,1,17-Jun-16,17-Jun-16,Closed,1 - Due less than 7 days,Y,Required,RE-Replace
3091602,PV1-1123-TRH0422,422,HAULTRUCK CATERPILLAR 789D 422,FIRE INSPECTION SYSTEM AFEX (PM 250 HRS),30757,13-Mar-16,13-Sep-16,13-Sep-16,9/13/2016 16:09,2,2,26-Aug-16,26-Aug-16,Complete,1 - Due less than 7 days,N,Required,RE-Replace
3093112,PV1-1123-TRH0422-ELS,422,ELECTRICAL SYSTEM HAULTRUCK CATERPILLAR 789D 422,CHANGE FILTER HOUSING LOAD TRANSMISSION.,37815,14-Mar-16,14-Mar-16,14-Mar-16,3/14/2016 22:23,2,NULL,NULL,NULL,Cancelled,0 - Immediate,N,Required,RP-Repair
3093123,PV1-1123-TRH0422-ELS,422,ELECTRICAL SYSTEM HAULTRUCK CATERPILLAR 789D 422,CHANGE EMERGENCY LADDER,26123,14-Mar-16,14-Mar-16,15-Mar-16,3/14/2016 23:00,2,1,14-Mar-16,14-Mar-16,Closed,0 - Immediate,N,Required,SR-Service
3096252,PV1-1123-TRH0422-TIR,422,TIRE SYSTEM HAULTRUCK CATERPILLAR 789D 422,Backup alarm does not work.,36886,16-Mar-16,24-Apr-16,24-Apr-16,4/24/2016 4:00,24,29,25-Apr-16,25-Apr-16,Closed,3 - Due less than 30 days,Y,Required,RE-Replace
3100074,PV1-1123-TRH0422-TIR,422,TIRE SYSTEM HAULTRUCK CATERPILLAR 789D 422,REPLACING ALARM BACK,37470,18-Mar-16,18-Mar-16,18-Mar-16,3/18/2016 13:54,2,2,18-Mar-16,18-Mar-16,Closed,1 - Due less than 7 days,N,Required,AD-Adjust
3110655,PV1-1123-TRH0422-IMP-BED,422,BED IMPLEMENTS SYSTEM HAULTRUCK CATERPILLAR 789D 422,TIRE CHANGE 1 AND 2 FOR ROTATION and seal change of position ¢ n 3 and 6.,28726,22-Mar-16,16-Jul-16,16-Jul-16,7/16/2016 14:52,6,NULL,NULL,NULL,Cancelled,3 - Due less than 30 days,Y,Required,RP-Repair
3114935,PV1-1123-TRH0422-TIR,422,TIRE SYSTEM HAULTRUCK CATERPILLAR 789D 422,COMPLETING A TYRE PSI POS 3 to 5,36886,23-Mar-16,17-Jun-16,17-Jun-16,6/17/2016 14:00,2,1,17-Jun-16,17-Jun-16,Closed,3 - Due less than 30 days,Y,Required,IN-Inspection
3115506,PV1-1123-TRH0422-ACS,422,AIR CONDITIONER SYSTEM HAULTRUCK CATTERPILLAR 789D 422,laterals mounting number of the hopper. CANCELLED FOR DUPLICATE WITH WO3009873,30796,23-Mar-16,29-Mar-16,29-Mar-16,3/29/2016 20:51,1,1,29-Mar-16,29-Mar-16,Closed,3 - Due less than 30 days,N,Required,IN-Inspection
3115568,PV1-1123-TRH0422-FIRE,422,FIRE SUPRESSION SYSTEM HAULTRUCK CATERPILLAR 789D 422,INSPECTION IN PREVENTIVE MAINTENANCE TIRES,30796,23-Mar-16,29-Mar-16,29-Mar-16,3/29/2016 19:13,2,2,29-Mar-16,29-Mar-16,Closed,3 - Due less than 30 days,N,Required,IN-Inspection
3129691,PV1-1123-TRH0422,422,HAULTRUCK CATERPILLAR 789D 422,INSPECTION A / C IN PM 2000 HRS,37470,27-Mar-16,27-Mar-16,27-Mar-16,3/27/2016 3:32,1,1,27-Mar-16,27-Mar-16,Closed,1 - Due less than 7 days,N,Required,RP-Repair
3133911,PV1-1123-TRH0422,422,HAULTRUCK CATERPILLAR 789D 422,RED FIRE INSPECTION SYSTEM AFEX (PM 2000 HRS),38045,28-Mar-16,24-Apr-16,24-Apr-16,4/24/2016 19:39,2,1,24-Apr-16,24-Apr-16,Closed,3 - Due less than 30 days,N,Required,MO-Modify
3136401,PV1-1123-TRH0422-TIR,422,TIRE SYSTEM HAULTRUCK CATERPILLAR 789D 422,CORRECTING BRAKE CAREER HIGH,37814,29-Mar-16,29-Mar-16,29-Mar-16,3/29/2016 14:26,2,2,29-Mar-16,29-Mar-16,Closed,1 - Due less than 7 days,N,Required,AD-Adjust
3140678,PV1-1123-TRH0422-ACS,422,AIR CONDITIONER SYSTEM HAULTRUCK CATTERPILLAR 789D 422,grease injector adjust the air frame check pin automatic lubrication system,28606,31-Mar-16,31-Mar-16,31-Mar-16,3/31/2016 2:24,4,4,31-Mar-16,31-Mar-16,Closed,0 - Immediate,N,Required,RE-Replace
3143025,PV1-1123-TRH0422-ELS,422,ELECTRICAL SYSTEM HAULTRUCK CATERPILLAR 789D 422,"COMPLETING LEVEL PSI, No. 3 and 6.",37814,31-Mar-16,31-Mar-16,31-Mar-16,3/31/2016 11:24,4,12,31-Mar-16,31-Mar-16,Closed,1 - Due less than 7 days,N,Required,RE-Replace
3146038,PV1-1123-TRH0422-HYS-SS,422,STEERING SYSTEM HYDRAULIC SYSTEM HAULTRUCK CATERPILLAR 789D 422,REPLACING BELT SERPENTINA,37814,01-Apr-16,01-Apr-16,01-Apr-16,04-01-16 14:02,2,2,01-Apr-16,01-Apr-16,Closed,1 - Due less than 7 days,N,Required,IN-Inspection
3147728,PV1-1123-TRH0422-FRM-CAB,422,CAB AND CONTROLS FRAME SYSTEM HAULTRUCK CATERPILLAR 789D 422,"REPLACE FUNCTION SWITCH MULTI, CLEAN GLASS.",37470,02-Apr-16,02-Apr-16,02-Apr-16,04-02-16 6:44,2,1,02-Apr-16,02-Apr-16,Closed,1 - Due less than 7 days,N,Required,RE-Replace
3156786,PV1-1123-TRH0422-FRM,422,FRAME SYSTEM HAULTRUCK CATERPILLAR 789D 422,EXTRA ¥ O ASSESS NOISE IN THE STEERING.,32468,05-Apr-16,07-Dec-16,07-Dec-16,12-07-16 14:06,4,NULL,18-Nov-16,18-Nov-16,Complete,3 - Due less than 30 days,N,Required,RE-Replace
3160149,PV1-1123-TRH0422-DTS-WHL-FRR,422,WHEEL GROUP FRONT RIGHT DRIVETRAIN SYSTEM HAULTRUCK CATERPILLAR 789D 422,MULTIFUNCTION LEVER SET? N,27046,06-Apr-16,24-Apr-16,24-Apr-16,4/24/2016 16:57,1,2,24-Apr-16,24-Apr-16,Closed,2 - Due less than 14 days,N,Required,PDM-Predictive
3160880,PV1-1123-TRH0422-TIR,422,TIRE SYSTEM HAULTRUCK CATERPILLAR 789D 422,REPLACING KEEPS SLUDGE (BACKLOG) ,37815,06-Apr-16,06-Apr-16,06-Apr-16,04-06-16 15:11,3,3,06-Apr-16,06-Apr-16,Closed,0 - Immediate,N,Required,RP-Repair
3171064,PV1-1123-TRH0422-FRM-CAB,422,CAB AND CONTROLS FRAME SYSTEM HAULTRUCK CATERPILLAR 789D 422,MONITORING - FLUSHING WITH MAKE GROUND MU HD10 ¥ ON RIGHT. INSPECT STOPPER FOR MAGNETIC PRESENCE OF IRON BY SOS REPORT (55ppm). PHOTOS AND SEND TO TAKE PERSONAL MONITORING.,37814,10-Apr-16,10-Apr-16,10-Apr-16,04-10-16 0:05,2,2,10-Apr-16,10-Apr-16,Closed,1 - Due less than 7 days,N,Required,RP-Repair
3174962,PV1-1123-TRH0422,422,HAULTRUCK CATERPILLAR 789D 422,LEVEL COMPLETE AIR TO TIRE POS - 5 AND 6.,37816,10-Apr-16,10-Apr-16,10-Apr-16,04-10-16 15:19,2,2,10-Apr-16,10-Apr-16,Closed,1 - Due less than 7 days,N,Required,RP-Repair
3179262,PV1-1123-TRH0422-HYS,422,HYDRAULIC SYSTEM HAULTRUCK CATERPILLAR 789D 422,MEND LOCK DOOR OPERATOR ACCESS.,27046,11-Apr-16,24-Apr-16,24-Apr-16,4/24/2016 17:33,2,3,24-Apr-16,24-Apr-16,Closed,2 - Due less than 14 days,N,Required,PDM-Predictive
3182639,PV1-1123-TRH0422-DTS-DIF,422,DIFFERENTIAL DRIVETRAIN SYSTEM HAULTRUCK CATERPILLAR 789D 422,rim rock out after 3 and 4,21711,12-Apr-16,25-Apr-16,25-Apr-16,4/25/2016 14:27,11,NULL,NULL,NULL,Cancelled,5 - Shutdown,Y,Required,RP-Repair
3185907,PV1-1123-TRH0422,422,HAULTRUCK CATERPILLAR 789D 422,MONITORING - HYDRAULIC OIL CHANGE FOR HIGH presence of silica (powder) in COMPARTMENT. THIS IRON. TANK TOP STOPPER REVIEW AND POSSIBLE SOURCES AS VENT INLET POLLUTANT.,37816,13-Apr-16,13-Apr-16,13-Apr-16,4/13/2016 7:25,1,1,13-Apr-16,13-Apr-16,Closed,1 - Due less than 7 days,N,Required,IN-Inspection
3185921,PV1-1123-TRH0422,422,HAULTRUCK CATERPILLAR 789D 422,WINDOW CLEANING OIL DIFFERENTIAL AND INSPECTION AND VERIFICATION LEVEL SENSOR.,37816,13-Apr-16,13-Apr-16,13-Apr-16,4/13/2016 7:31,2,2,13-Apr-16,13-Apr-16,Closed,1 - Due less than 7 days,N,Required,RP-Repair
3190180,PV1-1123-TRH0422-FIRE,422,FIRE SUPRESSION SYSTEM HAULTRUCK CATERPILLAR 789D 422,LUBRICATION INSPECT SYSTEM? N ,30796,14-Apr-16,24-Apr-16,24-Apr-16,4/24/2016 16:03,2,8,25-Apr-16,24-Apr-16,Closed,3 - Due less than 30 days,N,Required,IN-Inspection
3190187,PV1-1123-TRH0422-ACS,422,AIR CONDITIONER SYSTEM HAULTRUCK CATTERPILLAR 789D 422,complete psi after 1 and 6,30796,14-Apr-16,24-Apr-16,24-Apr-16,4/24/2016 15:27,1,6,24-Apr-16,24-Apr-16,Closed,3 - Due less than 30 days,N,Required,IN-Inspection
3197039,PV1-1123-TRH0422-DTS-BRK,422,BRAKE SYSTEM DRIVETRAIN SYSTEM HAULTRUCK CATERPILLAR 789D 422,RED FIRE INSPECTION SYSTEM AFEX (PM 500 HRS),37815,17-Apr-16,17-Apr-16,17-Apr-16,4/17/2016 20:29,2,2,17-Apr-16,17-Apr-16,Closed,0 - Immediate,N,Required,RP-Repair
3199829,PV1-1123-TRH0422,422,HAULTRUCK CATERPILLAR 789D 422,INSPECTION A / C PM 500 WEEK IN NO.17,37816,18-Apr-16,18-Apr-16,19-Apr-16,4/18/2016 23:43,2,2,18-Apr-16,18-Apr-16,Closed,1 - Due less than 7 days,N,Required,RP-Repair
3204698,PV1-1123-TRH0422-TIR,422,TIRE SYSTEM HAULTRUCK CATERPILLAR 789D 422,EVENT RACE BRAKE HIGH LEVEL 3.,37470,20-Apr-16,20-Apr-16,20-Apr-16,4/20/2016 9:53,2,1,20-Apr-16,20-Apr-16,Closed,1 - Due less than 7 days,N,Required,AD-Adjust
3204996,PV1-1123-TRH0422-ENG,422,ENGINE HAULTRUCK CATERPILLAR 789D 422,PSI COMPLETING THE REAR TIRES TO ALL,20476,20-Apr-16,20-Apr-16,20-Apr-16,4/20/2016 12:37,4,85,22-Apr-16,20-Apr-16,Closed,0 - Immediate,N,Required,WA-Warranty
3207509,PV1-1123-TRH0422-ENG,422,ENGINE HAULTRUCK CATERPILLAR 789D 422,LEVELING REAR TIRES,27046,21-Apr-16,21-Apr-16,21-Apr-16,4/21/2016 13:00,0,NULL,21-Apr-16,21-Apr-16,Closed,1 - Due less than 7 days,N,Required,PDM-Predictive
3207524,PV1-1123-TRH0422-HYS,422,HYDRAULIC SYSTEM HAULTRUCK CATERPILLAR 789D 422,MONITORING: SAMPLE ENGINE OIL FUEL DILUTION Action: STOP THE EQUIPMENT FOR EVALUATION AND FUEL INJECTION SYSTEM,21713,21-Apr-16,25-Dec-16,25-Dec-16,12/25/2016 7:58,16,NULL,25-Dec-16,25-Dec-16,Complete,3 - Due less than 30 days,Y,Required,SR-Service
3209880,PV1-1123-TRH0422-DTS-TC,422,TORQUE CONVERTER DRIVETRAIN SYSTEM HAULTRUCK CATERPILLAR 789D 422,MONITORING - MOTOR OIL SAMPLE TAKEN BY FUEL DILUTION.,37814,23-Apr-16,23-Apr-16,23-Apr-16,4/23/2016 0:10,2,4,22-Apr-16,22-Apr-16,Closed,1 - Due less than 7 days,N,Required,RE-Replace
3212350,PV1-1123-TRH0422-HYS-SS,422,STEERING SYSTEM HYDRAULIC SYSTEM HAULTRUCK CATERPILLAR 789D 422,SYSTEM CHANGE AUTOSERVICIOS,37815,23-Apr-16,23-Apr-16,23-Apr-16,4/23/2016 7:53,2,3,23-Apr-16,23-Apr-16,Closed,0 - Immediate,N,Required,RP-Repair
